anchor_hour,n,delta_realized_vol_mean,delta_range_expansion,delta_tail_move_probability,delta_tail_move_within
0,140,-0.00024519078547969957,-0.004468143743918836,0.003313696612665685,-0.4642857142857143
8,102,-6.991451396202399e-05,0.007346406002885671,0.010309278350515464,0.43137254901960786
16,136,-0.001509758468207624,-0.07631016830112917,-0.09278350515463918,-0.5220588235294118
