timestamp,open,high,low,close,volume,symbol,source
2024-03-01 00:00:00+00:00,61203.3,61413.7,61199.4,61288.5,2077.143,BTCUSDT,archive_monthly
2024-03-01 00:15:00+00:00,61288.5,61842.2,61257.4,61786.5,3834.687,BTCUSDT,archive_monthly
2024-03-01 00:30:00+00:00,61786.4,61828.1,61585.0,61652.3,1917.803,BTCUSDT,archive_monthly
2024-03-01 00:45:00+00:00,61652.3,61726.7,61526.4,61575.3,1634.078,BTCUSDT,archive_monthly
2024-03-01 01:00:00+00:00,61575.3,61575.3,61357.5,61422.0,1953.948,BTCUSDT,archive_monthly
2024-03-01 01:15:00+00:00,61422.0,61648.2,61374.0,61578.1,1312.201,BTCUSDT,archive_monthly
2024-03-01 01:30:00+00:00,61578.0,61578.1,61313.9,61489.9,2206.619,BTCUSDT,archive_monthly
2024-03-01 01:45:00+00:00,61490.0,61513.5,61190.1,61294.4,1904.895,BTCUSDT,archive_monthly
2024-03-01 02:00:00+00:00,61294.4,61294.4,61051.2,61051.2,2511.012,BTCUSDT,archive_monthly
2024-03-01 02:15:00+00:00,61051.2,61111.9,60860.2,61014.2,3752.661,BTCUSDT,archive_monthly
2024-03-01 02:30:00+00:00,61016.7,61156.4,60855.0,61117.5,2655.202,BTCUSDT,archive_monthly
2024-03-01 02:45:00+00:00,61117.5,61146.6,60932.0,61063.9,1845.304,BTCUSDT,archive_monthly
2024-03-01 03:00:00+00:00,61063.9,61170.4,60978.5,61033.5,1381.928,BTCUSDT,archive_monthly
2024-03-01 03:15:00+00:00,61033.5,61073.0,60844.8,60867.7,1661.189,BTCUSDT,archive_monthly
2024-03-01 03:30:00+00:00,60867.7,61096.1,60864.1,61085.6,1629.253,BTCUSDT,archive_monthly
2024-03-01 03:45:00+00:00,61085.5,61318.3,61066.3,61183.4,2583.652,BTCUSDT,archive_monthly
2024-03-01 04:00:00+00:00,61183.4,61287.7,61135.0,61253.9,1238.345,BTCUSDT,archive_monthly
2024-03-01 04:15:00+00:00,61254.0,61520.0,61244.8,61425.4,2151.637,BTCUSDT,archive_monthly
2024-03-01 04:30:00+00:00,61425.0,61470.8,61342.1,61378.7,1463.854,BTCUSDT,archive_monthly
2024-03-01 04:45:00+00:00,61378.7,61623.7,61320.0,61613.1,2150.771,BTCUSDT,archive_monthly
2024-03-01 05:00:00+00:00,61615.2,61634.5,61489.7,61570.5,1814.383,BTCUSDT,archive_monthly
2024-03-01 05:15:00+00:00,61570.6,61600.9,61462.7,61497.9,1277.741,BTCUSDT,archive_monthly
2024-03-01 05:30:00+00:00,61498.0,61581.3,61442.2,61554.6,1123.837,BTCUSDT,archive_monthly
2024-03-01 05:45:00+00:00,61554.7,61579.6,61364.6,61385.9,1345.583,BTCUSDT,archive_monthly
2024-03-01 06:00:00+00:00,61385.9,61567.3,61275.8,61558.4,2152.371,BTCUSDT,archive_monthly
2024-03-01 06:15:00+00:00,61558.5,61856.7,61555.0,61728.0,4046.168,BTCUSDT,archive_monthly
2024-03-01 06:30:00+00:00,61728.0,61743.9,61552.6,61611.0,1663.173,BTCUSDT,archive_monthly
2024-03-01 06:45:00+00:00,61611.1,61691.8,61523.0,61625.8,1252.302,BTCUSDT,archive_monthly
2024-03-01 07:00:00+00:00,61625.8,61799.1,61617.5,61772.6,1768.514,BTCUSDT,archive_monthly
2024-03-01 07:15:00+00:00,61772.7,61844.8,61536.2,61536.6,1865.998,BTCUSDT,archive_monthly
2024-03-01 07:30:00+00:00,61536.7,61601.8,61435.2,61476.9,2863.851,BTCUSDT,archive_monthly
2024-03-01 07:45:00+00:00,61476.8,61645.2,61454.0,61485.8,2360.281,BTCUSDT,archive_monthly
2024-03-01 08:00:00+00:00,61485.9,61612.0,61385.5,61577.8,2491.319,BTCUSDT,archive_monthly
2024-03-01 08:15:00+00:00,61577.8,61946.7,61577.8,61918.7,4715.287,BTCUSDT,archive_monthly
2024-03-01 08:30:00+00:00,61918.7,62332.0,61864.5,62214.9,6981.889,BTCUSDT,archive_monthly
2024-03-01 08:45:00+00:00,62214.9,62244.7,61919.4,61980.0,4097.613,BTCUSDT,archive_monthly
2024-03-01 09:00:00+00:00,61980.0,62250.0,61915.0,62185.8,3425.747,BTCUSDT,archive_monthly
2024-03-01 09:15:00+00:00,62185.8,62270.1,62105.1,62200.0,2190.319,BTCUSDT,archive_monthly
2024-03-01 09:30:00+00:00,62200.0,62266.7,62107.4,62128.2,1726.51,BTCUSDT,archive_monthly
2024-03-01 09:45:00+00:00,62128.2,62250.5,62108.4,62200.1,1287.42,BTCUSDT,archive_monthly
2024-03-01 10:00:00+00:00,62200.1,62200.1,62038.2,62058.9,1532.998,BTCUSDT,archive_monthly
2024-03-01 10:15:00+00:00,62058.9,62263.6,61979.6,62189.9,2497.419,BTCUSDT,archive_monthly
2024-03-01 10:30:00+00:00,62189.9,62233.9,62038.7,62038.7,1963.028,BTCUSDT,archive_monthly
2024-03-01 10:45:00+00:00,62038.8,62092.0,61921.3,62055.0,2259.08,BTCUSDT,archive_monthly
2024-03-01 11:00:00+00:00,62055.1,62175.3,62049.4,62164.0,1183.824,BTCUSDT,archive_monthly
2024-03-01 11:15:00+00:00,62164.2,62171.9,61950.1,62004.0,1831.766,BTCUSDT,archive_monthly
2024-03-01 11:30:00+00:00,62004.0,62053.6,61875.0,62040.7,2106.85,BTCUSDT,archive_monthly
2024-03-01 11:45:00+00:00,62040.8,62060.0,61894.1,61927.7,1382.084,BTCUSDT,archive_monthly
2024-03-01 12:00:00+00:00,61927.7,62158.9,61918.4,62076.8,2354.903,BTCUSDT,archive_monthly
2024-03-01 12:15:00+00:00,62076.8,62255.0,62076.6,62196.8,1947.811,BTCUSDT,archive_monthly
2024-03-01 12:30:00+00:00,62196.8,62650.5,62169.4,62552.6,7727.491,BTCUSDT,archive_monthly
2024-03-01 12:45:00+00:00,62552.6,62643.6,62218.4,62291.4,5105.098,BTCUSDT,archive_monthly
2024-03-01 13:00:00+00:00,62291.5,62456.6,62249.1,62413.0,2482.741,BTCUSDT,archive_monthly
2024-03-01 13:15:00+00:00,62413.0,62750.0,62369.5,62605.6,4542.132,BTCUSDT,archive_monthly
2024-03-01 13:30:00+00:00,62605.5,62678.7,62456.5,62571.9,2247.721,BTCUSDT,archive_monthly
2024-03-01 13:45:00+00:00,62572.0,62647.0,62457.5,62510.2,2015.763,BTCUSDT,archive_monthly
2024-03-01 14:00:00+00:00,62510.2,62539.7,62355.0,62412.6,2107.764,BTCUSDT,archive_monthly
2024-03-01 14:15:00+00:00,62412.5,62495.8,62308.0,62403.6,2623.066,BTCUSDT,archive_monthly
2024-03-01 14:30:00+00:00,62402.6,62496.0,61585.1,61951.6,15927.153,BTCUSDT,archive_monthly
2024-03-01 14:45:00+00:00,61951.6,62061.9,61718.9,62009.7,5926.975,BTCUSDT,archive_monthly
2024-03-01 15:00:00+00:00,62009.7,62234.0,61884.9,61998.0,6117.515,BTCUSDT,archive_monthly
2024-03-01 15:15:00+00:00,61997.9,62041.5,61800.0,61940.1,3065.087,BTCUSDT,archive_monthly
2024-03-01 15:30:00+00:00,61940.0,61972.5,61555.0,61675.6,5667.878,BTCUSDT,archive_monthly
2024-03-01 15:45:00+00:00,61675.5,61738.0,61200.0,61335.3,8804.742,BTCUSDT,archive_monthly
2024-03-01 16:00:00+00:00,61335.4,61597.0,61312.1,61510.5,4515.75,BTCUSDT,archive_monthly
2024-03-01 16:15:00+00:00,61510.6,61700.1,61312.5,61589.5,4250.394,BTCUSDT,archive_monthly
2024-03-01 16:30:00+00:00,61589.6,61627.7,61335.7,61479.0,2698.355,BTCUSDT,archive_monthly
2024-03-01 16:45:00+00:00,61479.1,61619.6,61446.6,61490.0,2517.547,BTCUSDT,archive_monthly
2024-03-01 17:00:00+00:00,61490.0,61798.8,61490.0,61744.1,2517.268,BTCUSDT,archive_monthly
