timestamp,funding_rate,symbol,source
2022-09-01 00:00:00.012000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-01 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2022-09-01 16:00:00.013000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-02 00:00:00.002000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-02 08:00:00.013000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-02 16:00:00+00:00,8.0,ETHUSDT,archive_monthly
2022-09-03 00:00:00+00:00,8.0,ETHUSDT,archive_monthly
2022-09-03 08:00:00.002000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-03 16:00:00.007000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-04 00:00:00.008000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-04 08:00:00.009000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-04 16:00:00+00:00,8.0,ETHUSDT,archive_monthly
2022-09-05 00:00:00.015000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-05 08:00:00.013000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-05 16:00:00.007000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-06 00:00:00.018000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-06 08:00:00.020000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-06 16:00:00.028000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-07 00:00:00.013000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-07 08:00:00.022000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-07 16:00:00.021000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-08 00:00:00.010000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-08 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2022-09-08 16:00:00.003000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-09 00:00:00.011000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-09 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2022-09-09 16:00:00+00:00,8.0,ETHUSDT,archive_monthly
2022-09-10 00:00:00.003000+00:00,8.0,ETHUSDT,archive_monthly
2022-09-10 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2022-09-10 16:00:00.012000+00:00,8.0,ETHUSDT,archive_monthly
