timestamp,funding_rate,symbol,source
2024-09-01 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-01 08:00:00.001000+00:00,8.0,BTCUSDT,archive_monthly
2024-09-01 16:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-02 00:00:00.001000+00:00,8.0,BTCUSDT,archive_monthly
2024-09-02 08:00:00.001000+00:00,8.0,BTCUSDT,archive_monthly
2024-09-02 16:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-03 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-03 08:00:00.001000+00:00,8.0,BTCUSDT,archive_monthly
2024-09-03 16:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-04 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-04 08:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-04 16:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-05 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-05 08:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-05 16:00:00.005000+00:00,8.0,BTCUSDT,archive_monthly
2024-09-06 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-06 08:00:00.001000+00:00,8.0,BTCUSDT,archive_monthly
2024-09-06 16:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-07 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-07 08:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-07 16:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-08 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-08 08:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-08 16:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-09 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-09 08:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-09 16:00:00.001000+00:00,8.0,BTCUSDT,archive_monthly
2024-09-10 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-10 08:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-10 16:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-11 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-11 08:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-11 16:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-12 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-12 08:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-12 16:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-13 00:00:00+00:00,8.0,BTCUSDT,archive_monthly
2024-09-13 08:00:00.001000+00:00,8.0,BTCUSDT,archive_monthly
