timestamp,symbol,sum_open_interest,sum_open_interest_value,cmc_circulating_supply,source
2026-02-01 00:05:00+00:00,BTCUSDT,93560.291,7380887152.728099,,archive_metrics_daily
2026-02-01 00:10:00+00:00,BTCUSDT,93561.561,7400878529.753699,,archive_metrics_daily
2026-02-01 00:15:00+00:00,BTCUSDT,93445.162,7412489819.294858,,archive_metrics_daily
2026-02-01 00:20:00+00:00,BTCUSDT,93364.124,7401071927.343471,,archive_metrics_daily
2026-02-01 00:25:00+00:00,BTCUSDT,93389.531,7373627431.030172,,archive_metrics_daily
2026-02-01 00:30:00+00:00,BTCUSDT,93424.86,7386531222.755133,,archive_metrics_daily
2026-02-01 00:35:00+00:00,BTCUSDT,93393.854,7374602857.0896,,archive_metrics_daily
2026-02-01 00:40:00+00:00,BTCUSDT,93388.957,7354696986.150917,,archive_metrics_daily
2026-02-01 00:45:00+00:00,BTCUSDT,93447.421,7356307500.8018465,,archive_metrics_daily
2026-02-01 00:50:00+00:00,BTCUSDT,93448.516,7374956882.72,,archive_metrics_daily
2026-02-01 00:55:00+00:00,BTCUSDT,93428.153,7378951050.033859,,archive_metrics_daily
2026-02-01 01:00:00+00:00,BTCUSDT,93455.734,7370612652.808983,,archive_metrics_daily
2026-02-01 01:05:00+00:00,BTCUSDT,93431.487,7356197324.8632,,archive_metrics_daily
2026-02-01 01:10:00+00:00,BTCUSDT,93321.735,7336744955.549271,,archive_metrics_daily
2026-02-01 01:15:00+00:00,BTCUSDT,93304.996,7340378679.3168,,archive_metrics_daily
2026-02-01 01:20:00+00:00,BTCUSDT,93231.168,7305678232.5312,,archive_metrics_daily
2026-02-01 01:25:00+00:00,BTCUSDT,93238.576,7327284028.9664,,archive_metrics_daily
2026-02-01 01:30:00+00:00,BTCUSDT,93245.643,7351455933.198056,,archive_metrics_daily
2026-02-01 01:35:00+00:00,BTCUSDT,93270.216,7335525274.9896,,archive_metrics_daily
2026-02-01 01:40:00+00:00,BTCUSDT,93276.844,7319498027.167731,,archive_metrics_daily
2026-02-01 01:45:00+00:00,BTCUSDT,93269.757,7304360223.793981,,archive_metrics_daily
2026-02-01 01:50:00+00:00,BTCUSDT,93286.633,7317972540.981299,,archive_metrics_daily
2026-02-01 01:55:00+00:00,BTCUSDT,93288.199,7318590455.202074,,archive_metrics_daily
2026-02-01 02:00:00+00:00,BTCUSDT,93293.139,7323725843.751799,,archive_metrics_daily
2026-02-01 02:05:00+00:00,BTCUSDT,93458.501,7323333371.5592,,archive_metrics_daily
2026-02-01 02:10:00+00:00,BTCUSDT,93481.408,7342156989.996616,,archive_metrics_daily
2026-02-01 02:15:00+00:00,BTCUSDT,93470.557,7365886729.64988,,archive_metrics_daily
2026-02-01 02:20:00+00:00,BTCUSDT,93483.26,7362436330.691448,,archive_metrics_daily
2026-02-01 02:25:00+00:00,BTCUSDT,93488.526,7342495343.514,,archive_metrics_daily
2026-02-01 02:30:00+00:00,BTCUSDT,93500.258,7347381174.0012,,archive_metrics_daily
2026-02-01 02:35:00+00:00,BTCUSDT,93507.809,7356943228.462435,,archive_metrics_daily
2026-02-01 02:40:00+00:00,BTCUSDT,93517.904,7363730884.581879,,archive_metrics_daily
2026-02-01 02:45:00+00:00,BTCUSDT,93543.981,7363482843.5808,,archive_metrics_daily
2026-02-01 02:50:00+00:00,BTCUSDT,93552.501,7375295613.585901,,archive_metrics_daily
2026-02-01 02:55:00+00:00,BTCUSDT,93528.303,7387781120.9973135,,archive_metrics_daily
2026-02-01 03:00:00+00:00,BTCUSDT,93540.913,7377453418.727714,,archive_metrics_daily
2026-02-01 03:05:00+00:00,BTCUSDT,93550.702,7367604246.1504,,archive_metrics_daily
2026-02-01 03:10:00+00:00,BTCUSDT,93473.818,7371192298.611007,,archive_metrics_daily
2026-02-01 03:15:00+00:00,BTCUSDT,93476.219,7368907948.5861,,archive_metrics_daily
2026-02-01 03:20:00+00:00,BTCUSDT,93435.096,7352224170.628359,,archive_metrics_daily
2026-02-01 03:25:00+00:00,BTCUSDT,93460.086,7356131216.9568,,archive_metrics_daily
2026-02-01 03:30:00+00:00,BTCUSDT,93464.127,7356159540.423901,,archive_metrics_daily
2026-02-01 03:35:00+00:00,BTCUSDT,93462.95,7355406170.876138,,archive_metrics_daily
2026-02-01 03:40:00+00:00,BTCUSDT,93463.871,7359186313.959299,,archive_metrics_daily
2026-02-01 03:45:00+00:00,BTCUSDT,93473.256,7355506517.770239,,archive_metrics_daily
2026-02-01 03:50:00+00:00,BTCUSDT,93484.504,7369441019.838811,,archive_metrics_daily
2026-02-01 03:55:00+00:00,BTCUSDT,93474.023,7367426197.411699,,archive_metrics_daily
