event_id,symbol,year,funding_sign,delta_realized_vol_mean,delta_range_expansion,delta_tail_move_probability,delta_tail_move_within
ferw_BTCUSDT_030080,BTCUSDT,2021,pos_funding,0.00013643343858160814,-0.0014975691125861668,-0.010309278350515462,0
ferw_BTCUSDT_030177,BTCUSDT,2021,pos_funding,0.00023956379002161273,-0.01941104019411067,0.020618556701030927,1
ferw_BTCUSDT_030274,BTCUSDT,2021,pos_funding,0.0005303244947736886,0.02487072809432276,0.061855670103092786,1
ferw_BTCUSDT_030371,BTCUSDT,2021,pos_funding,0.00012789524019812858,-0.0009636305886082733,0.02061855670103093,0
ferw_BTCUSDT_030468,BTCUSDT,2021,pos_funding,0.0015274221896030013,0.024299900827101515,0.041237113402061855,0
ferw_BTCUSDT_030592,BTCUSDT,2021,pos_funding,-0.0024885429741577595,-0.029723549956299757,-0.12371134020618557,0
ferw_BTCUSDT_030689,BTCUSDT,2021,pos_funding,0.00036969755673070493,0.01095129945002965,0.030927835051546393,1
ferw_BTCUSDT_030786,BTCUSDT,2021,pos_funding,0.0032114270551072094,0.1388036746865824,0.2268041237113402,0
ferw_BTCUSDT_032608,BTCUSDT,2021,pos_funding,0.0006930643942102922,-0.010248600739872403,-0.04123711340206185,0
ferw_BTCUSDT_032960,BTCUSDT,2021,pos_funding,0.00048177763560264654,-0.002862610308539598,-0.010309278350515483,0
ferw_BTCUSDT_033856,BTCUSDT,2021,neg_funding,0.011656526081765034,0.11413240851343201,0.22680412371134018,0
ferw_BTCUSDT_085632,BTCUSDT,2022,neg_funding,0.0009609468998385629,0.05886574347419796,0.22680412371134018,0
ferw_BTCUSDT_131872,BTCUSDT,2024,pos_funding,0.0026551793561764587,0.08439803595161241,0.24742268041237114,0
