ts,symbol,price,size
2024-01-01 20:00:00+00:00,BTCUSDT,43692.3,9621.281
2024-01-01 20:15:00+00:00,BTCUSDT,43750.5,4354.063
2024-01-01 20:30:00+00:00,BTCUSDT,43868.5,5220.96
2024-01-01 20:45:00+00:00,BTCUSDT,43753.3,4451.893
2024-01-01 21:00:00+00:00,BTCUSDT,43781.1,2285.078
2024-01-01 21:15:00+00:00,BTCUSDT,43706.7,2426.31
2024-01-01 21:30:00+00:00,BTCUSDT,43540.1,3966.36
2024-01-01 21:45:00+00:00,BTCUSDT,43679.8,1859.196
2024-01-01 22:00:00+00:00,BTCUSDT,43571.3,1788.582
2024-01-01 22:15:00+00:00,BTCUSDT,43528.4,2965.256
2024-01-01 22:30:00+00:00,BTCUSDT,43505.0,1018.431
2024-01-01 22:45:00+00:00,BTCUSDT,43583.9,860.638
2024-01-01 23:00:00+00:00,BTCUSDT,43733.8,4152.095
2024-01-01 23:15:00+00:00,BTCUSDT,44059.2,9569.975
2024-01-01 23:30:00+00:00,BTCUSDT,44139.9,7117.6
2024-01-01 23:45:00+00:00,BTCUSDT,44230.2,4749.757
2024-01-02 00:00:00+00:00,BTCUSDT,44744.5,17443.195
2024-01-02 00:15:00+00:00,BTCUSDT,44679.4,17437.687
2024-01-02 00:30:00+00:00,BTCUSDT,44797.8,6383.031
2024-01-02 00:45:00+00:00,BTCUSDT,45179.8,18107.089
2024-01-02 01:00:00+00:00,BTCUSDT,44937.6,18279.488
2024-01-02 01:15:00+00:00,BTCUSDT,45002.5,5456.714
2024-01-02 01:30:00+00:00,BTCUSDT,44878.3,5268.292
2024-01-02 01:45:00+00:00,BTCUSDT,44926.3,4737.482
2024-01-02 02:00:00+00:00,BTCUSDT,45035.0,4216.362
2024-01-02 02:15:00+00:00,BTCUSDT,45167.3,4053.157
2024-01-02 02:30:00+00:00,BTCUSDT,45330.1,4972.411
2024-01-02 02:45:00+00:00,BTCUSDT,45420.0,5315.89
2024-01-02 03:00:00+00:00,BTCUSDT,45286.0,7533.807
2024-01-02 03:15:00+00:00,BTCUSDT,45353.8,3371.733
2024-01-02 03:30:00+00:00,BTCUSDT,45458.8,4423.29
2024-01-02 03:45:00+00:00,BTCUSDT,45435.0,3549.713
2024-01-02 04:00:00+00:00,BTCUSDT,45419.1,4383.071
2024-01-02 04:15:00+00:00,BTCUSDT,45400.8,2048.878
2024-01-02 04:30:00+00:00,BTCUSDT,45256.1,2759.113
2024-01-02 04:45:00+00:00,BTCUSDT,45211.7,2135.532
2024-01-02 05:00:00+00:00,BTCUSDT,45344.0,2876.171
2024-01-02 05:15:00+00:00,BTCUSDT,45294.3,1494.035
2024-01-02 05:30:00+00:00,BTCUSDT,45280.6,1190.514
2024-01-02 05:45:00+00:00,BTCUSDT,45218.2,2370.851
2024-01-02 06:00:00+00:00,BTCUSDT,45280.0,1923.63
2024-01-02 06:15:00+00:00,BTCUSDT,45283.4,1235.386
2024-01-02 06:30:00+00:00,BTCUSDT,45325.8,1124.833
2024-01-02 06:45:00+00:00,BTCUSDT,45202.9,1428.281
2024-01-02 07:00:00+00:00,BTCUSDT,45377.1,2871.36
2024-01-02 07:15:00+00:00,BTCUSDT,45502.6,10183.894
2024-01-02 07:30:00+00:00,BTCUSDT,45574.1,5574.535
2024-01-02 07:45:00+00:00,BTCUSDT,45495.5,3017.755
2024-01-02 08:00:00+00:00,BTCUSDT,45699.5,5105.357
2024-01-02 08:15:00+00:00,BTCUSDT,45784.3,11399.112
2024-01-02 08:30:00+00:00,BTCUSDT,45710.0,5702.536
2024-01-02 08:45:00+00:00,BTCUSDT,45816.8,4891.843
2024-01-02 09:00:00+00:00,BTCUSDT,45734.7,5403.745
2024-01-02 09:15:00+00:00,BTCUSDT,45879.9,3301.568
2024-01-02 09:30:00+00:00,BTCUSDT,45708.2,3027.259
2024-01-02 09:45:00+00:00,BTCUSDT,45730.5,2484.799
2024-01-02 10:00:00+00:00,BTCUSDT,45750.5,3197.899
2024-01-02 10:15:00+00:00,BTCUSDT,45712.0,2193.423
2024-01-02 10:30:00+00:00,BTCUSDT,45656.0,2088.249
2024-01-02 10:45:00+00:00,BTCUSDT,45655.7,6339.097
2024-01-02 11:00:00+00:00,BTCUSDT,45616.0,3272.024
2024-01-02 11:15:00+00:00,BTCUSDT,45558.0,1968.214
2024-01-02 11:30:00+00:00,BTCUSDT,45307.9,7738.088
2024-01-02 11:45:00+00:00,BTCUSDT,45486.8,5012.406
2024-01-02 12:00:00+00:00,BTCUSDT,45435.9,3640.329
2024-01-02 12:15:00+00:00,BTCUSDT,45510.4,2113.309
2024-01-02 12:30:00+00:00,BTCUSDT,45508.0,5269.796
2024-01-02 12:45:00+00:00,BTCUSDT,45355.1,4506.317
2024-01-02 13:00:00+00:00,BTCUSDT,45525.0,2859.446
2024-01-02 13:15:00+00:00,BTCUSDT,45569.9,5349.784
2024-01-02 13:30:00+00:00,BTCUSDT,45715.0,4172.668
2024-01-02 13:45:00+00:00,BTCUSDT,45686.3,2608.884
2024-01-02 14:00:00+00:00,BTCUSDT,45815.3,4342.897
2024-01-02 14:15:00+00:00,BTCUSDT,45679.1,4295.536
2024-01-02 14:30:00+00:00,BTCUSDT,45558.5,8932.88
2024-01-02 14:45:00+00:00,BTCUSDT,45293.6,18266.039
2024-01-02 15:00:00+00:00,BTCUSDT,45141.6,7948.217
2024-01-02 15:15:00+00:00,BTCUSDT,45041.2,13731.517
2024-01-02 15:30:00+00:00,BTCUSDT,45314.9,7737.64
2024-01-02 15:45:00+00:00,BTCUSDT,45215.0,3172.114
2024-01-02 16:00:00+00:00,BTCUSDT,45123.5,4814.712
2024-01-02 16:15:00+00:00,BTCUSDT,45229.8,7044.894
2024-01-02 16:30:00+00:00,BTCUSDT,45279.0,3920.242
2024-01-02 16:45:00+00:00,BTCUSDT,45393.4,4903.655
2024-01-02 17:00:00+00:00,BTCUSDT,45276.1,2446.481
2024-01-02 17:15:00+00:00,BTCUSDT,45236.0,2665.617
2024-01-02 17:30:00+00:00,BTCUSDT,45096.2,4145.827
2024-01-02 17:45:00+00:00,BTCUSDT,45001.2,3068.416
2024-01-02 18:00:00+00:00,BTCUSDT,45053.3,2981.828
2024-01-02 18:15:00+00:00,BTCUSDT,45157.0,2709.294
2024-01-02 18:30:00+00:00,BTCUSDT,45111.6,3123.718
2024-01-02 18:45:00+00:00,BTCUSDT,45189.0,2066.457
2024-01-02 19:00:00+00:00,BTCUSDT,45161.6,1797.019
2024-01-02 19:15:00+00:00,BTCUSDT,44902.2,7255.279
2024-01-02 19:30:00+00:00,BTCUSDT,44990.0,3352.142
2024-01-02 19:45:00+00:00,BTCUSDT,45073.2,3370.301
2024-01-02 20:00:00+00:00,BTCUSDT,45130.0,4056.921
2024-01-02 20:15:00+00:00,BTCUSDT,44987.6,3170.598
2024-01-02 20:30:00+00:00,BTCUSDT,44867.8,2597.043
2024-01-02 20:45:00+00:00,BTCUSDT,44825.2,5205.719
2024-01-02 21:00:00+00:00,BTCUSDT,44883.9,8445.823
2024-01-02 21:15:00+00:00,BTCUSDT,44844.3,3092.54
2024-01-02 21:30:00+00:00,BTCUSDT,44980.0,2341.019
2024-01-02 21:45:00+00:00,BTCUSDT,45155.0,3041.604
2024-01-02 22:00:00+00:00,BTCUSDT,45193.0,4375.783
2024-01-02 22:15:00+00:00,BTCUSDT,45098.6,2310.628
2024-01-02 22:30:00+00:00,BTCUSDT,44956.6,2113.646
2024-01-02 22:45:00+00:00,BTCUSDT,45006.7,2792.127
2024-01-02 23:00:00+00:00,BTCUSDT,45018.7,1533.844
2024-01-02 23:15:00+00:00,BTCUSDT,44999.1,1662.576
2024-01-02 23:30:00+00:00,BTCUSDT,44860.8,2205.87
2024-01-02 23:45:00+00:00,BTCUSDT,44979.8,1946.728
