timestamp,equity
2020-12-16 14:00:00+00:00,1009784.986799021
2021-03-21 00:00:00+00:00,1004575.5747758759
2021-03-21 14:15:00+00:00,1004422.2045595956
2021-03-29 06:45:00+00:00,1002265.7622272527
2021-04-03 17:15:00+00:00,997042.0839668266
2021-04-07 13:15:00+00:00,999426.2915327947
2021-04-09 12:00:00+00:00,1000255.000844452
2021-04-10 04:15:00+00:00,1010004.4495075945
2021-04-10 14:45:00+00:00,1012761.2389029815
2021-04-12 10:30:00+00:00,1007584.0038802513
2021-04-12 18:45:00+00:00,1004713.9368680686
2021-05-01 13:45:00+00:00,1008662.7391784418
2021-05-02 15:30:00+00:00,1009069.4303243977
2021-05-03 06:45:00+00:00,1014381.4991655638
2021-07-03 19:15:00+00:00,1017278.6270696401
2021-07-04 19:45:00+00:00,1017069.183635085
2021-07-05 16:00:00+00:00,1018386.3025145783
2021-07-08 11:00:00+00:00,1024993.8643488357
2021-07-10 01:30:00+00:00,1027185.3924040796
2021-07-12 09:15:00+00:00,1027215.6771676991
2021-07-12 09:30:00+00:00,1025416.3018488992
2021-07-12 22:30:00+00:00,1030653.7514766841
2021-07-12 23:45:00+00:00,1032494.7559271099
2021-07-14 00:30:00+00:00,1032368.7981985753
2021-07-19 02:30:00+00:00,1031175.0394640255
2021-07-20 00:30:00+00:00,1030618.643061413
2021-07-30 11:00:00+00:00,1029421.271708856
2021-08-22 07:15:00+00:00,1026913.5148937034
2021-08-23 01:30:00+00:00,1021661.7880814738
2021-08-23 02:45:00+00:00,1016490.5109171359
2021-08-24 13:00:00+00:00,1015774.8789746385
2021-08-25 01:30:00+00:00,1018575.4253013174
2021-08-29 03:15:00+00:00,1013314.590977614
2021-08-29 03:15:00+00:00,1008070.8680155345
2021-08-31 04:30:00+00:00,1006954.6858517475
2021-09-05 05:15:00+00:00,1006496.5574361174
2021-09-06 02:15:00+00:00,1012078.4083194125
2021-09-06 08:45:00+00:00,1011400.4135465634
2021-09-07 00:00:00+00:00,1009486.0870138092
2021-09-07 09:30:00+00:00,1004218.9276407426
2021-09-07 14:45:00+00:00,1014034.8060628631
2021-09-12 20:45:00+00:00,1010167.9973898119
2021-09-18 04:30:00+00:00,1004961.5386437337
2021-09-19 23:45:00+00:00,1005074.1129400568
2021-10-03 12:45:00+00:00,1001652.5317307665
2021-10-06 07:45:00+00:00,1000224.1575369835
2021-10-10 13:15:00+00:00,998452.9429945521
2021-10-27 02:00:00+00:00,1002500.2195182801
2021-11-04 00:30:00+00:00,1001499.7125468262
2021-11-06 19:15:00+00:00,1000568.0174075677
2021-11-06 22:30:00+00:00,996354.5180657839
2021-11-07 12:45:00+00:00,995738.8010942542
2021-11-08 12:15:00+00:00,998429.167989581
2021-11-10 07:00:00+00:00,997816.985714511
2021-11-14 12:15:00+00:00,995457.8774158882
2021-11-14 20:15:00+00:00,996448.069219196
2021-12-23 00:45:00+00:00,996916.0124475653
2021-12-23 12:00:00+00:00,996512.7031419154
2021-12-25 06:45:00+00:00,993660.5354174838
2021-12-25 11:00:00+00:00,992379.9336955037
2021-12-26 03:45:00+00:00,987196.3944225747
2021-12-26 05:15:00+00:00,988311.8720487911
2021-12-27 10:30:00+00:00,987187.740552122
2021-12-28 01:15:00+00:00,983405.0933634144
2021-12-28 12:00:00+00:00,989089.5154992695
2022-01-03 04:30:00+00:00,988860.7089926758
2022-01-04 04:00:00+00:00,989881.4757630897
2022-01-05 22:15:00+00:00,998704.8032410846
2022-01-08 21:30:00+00:00,994962.1296162319
2022-01-16 08:00:00+00:00,992741.8108623577
2022-01-16 16:15:00+00:00,987506.7410644434
2022-01-17 01:15:00+00:00,986130.5827179042
2022-01-17 17:00:00+00:00,987280.057926329
2022-02-14 13:30:00+00:00,983930.230774918
2022-02-17 01:45:00+00:00,982159.4144204302
2022-02-17 18:15:00+00:00,991737.1680115154
2022-02-20 16:30:00+00:00,999339.3319819695
2022-03-06 10:00:00+00:00,994197.2744209537
2022-03-06 21:45:00+00:00,992641.2105163918
2022-03-14 00:15:00+00:00,995542.920461516
2022-03-14 00:15:00+00:00,997521.0686302193
2022-03-19 02:15:00+00:00,1003258.8122725837
2022-03-20 08:30:00+00:00,1000613.9957061545
2022-03-20 10:15:00+00:00,1000663.7030850746
2022-03-20 23:45:00+00:00,1001749.8517626857
2022-03-21 00:00:00+00:00,1001775.4201064417
2022-03-21 14:30:00+00:00,1001187.0238593314
2022-03-27 08:15:00+00:00,1000100.2156303441
2022-03-27 08:15:00+00:00,1000148.7104501755
2022-03-30 13:30:00+00:00,998922.2822413685
2022-04-08 19:00:00+00:00,998114.10381038
2022-04-10 11:30:00+00:00,996333.2702515423
2022-04-10 11:30:00+00:00,995145.8662997631
2022-04-10 22:15:00+00:00,989917.6757232107
2022-04-10 22:30:00+00:00,984563.5811245152
2022-04-15 01:45:00+00:00,985475.2017947999
2022-04-17 03:00:00+00:00,985027.158433294
2022-04-17 10:00:00+00:00,982339.5272995721
2022-04-18 06:00:00+00:00,988600.3008187171
2022-04-24 04:00:00+00:00,987435.63376428
2022-04-25 12:00:00+00:00,990475.7318453322
2022-05-01 11:00:00+00:00,989408.271882374
2022-05-04 06:00:00+00:00,987083.2643182992
2022-05-08 02:30:00+00:00,996930.9890738148
2022-05-08 04:45:00+00:00,1003950.5286614471
2022-05-30 00:00:00+00:00,1003079.7015928957
2022-05-30 13:30:00+00:00,1007158.5025508581
2022-06-06 02:30:00+00:00,1016754.371858573
2022-07-04 07:45:00+00:00,1013992.5755947926
2022-08-07 11:30:00+00:00,1013571.7767377323
2022-08-08 09:00:00+00:00,1020252.9637921997
2022-08-08 20:30:00+00:00,1022530.4630362883
2022-08-19 06:30:00+00:00,1032274.1906795528
2022-08-26 13:00:00+00:00,1026982.40155141
2022-08-29 11:15:00+00:00,1025654.5393218941
2022-09-04 07:00:00+00:00,1025318.9014226916
2022-09-04 12:00:00+00:00,1019940.6405881122
2022-09-06 02:45:00+00:00,1024579.405396271
