timestamp,symbol,sum_open_interest,sum_open_interest_value,cmc_circulating_supply,source
2021-12-01 00:00:00+00:00,BTCUSDT,59230.06,3372488777.574598,,archive_metrics_daily
2021-12-01 00:05:00+00:00,BTCUSDT,59192.974,3365451460.62466,,archive_metrics_daily
2021-12-01 00:10:00+00:00,BTCUSDT,59288.595,3389892415.23735,,archive_metrics_daily
2021-12-01 00:15:00+00:00,BTCUSDT,59279.355,3393276093.8180113,,archive_metrics_daily
2021-12-01 00:20:00+00:00,BTCUSDT,59320.924,3406088221.02276,,archive_metrics_daily
2021-12-01 00:25:00+00:00,BTCUSDT,59313.721,3407037528.249881,,archive_metrics_daily
2021-12-01 00:30:00+00:00,BTCUSDT,59323.122,3413609916.395036,,archive_metrics_daily
2021-12-01 00:35:00+00:00,BTCUSDT,59345.491,3409546821.6775,,archive_metrics_daily
2021-12-01 00:40:00+00:00,BTCUSDT,59300.603,3401601890.857795,,archive_metrics_daily
2021-12-01 00:45:00+00:00,BTCUSDT,59247.672,3399447751.5768,,archive_metrics_daily
2021-12-01 00:50:00+00:00,BTCUSDT,59273.043,3409834678.683184,,archive_metrics_daily
2021-12-01 00:55:00+00:00,BTCUSDT,59287.999,3416622719.65244,,archive_metrics_daily
2021-12-01 01:00:00+00:00,BTCUSDT,59256.021,3413458254.3684206,,archive_metrics_daily
2021-12-01 01:05:00+00:00,BTCUSDT,59273.117,3407830894.080328,,archive_metrics_daily
2021-12-01 01:10:00+00:00,BTCUSDT,59263.726,3404409622.2797527,,archive_metrics_daily
2021-12-01 01:15:00+00:00,BTCUSDT,59247.608,3399317882.05016,,archive_metrics_daily
2021-12-01 01:20:00+00:00,BTCUSDT,59220.742,3386671970.14692,,archive_metrics_daily
2021-12-01 01:25:00+00:00,BTCUSDT,59160.291,3383039237.02839,,archive_metrics_daily
2021-12-01 01:30:00+00:00,BTCUSDT,59199.051,3382228802.091746,,archive_metrics_daily
2021-12-01 01:35:00+00:00,BTCUSDT,59208.653,3390065106.8391724,,archive_metrics_daily
2021-12-01 01:40:00+00:00,BTCUSDT,59290.874,3384728044.58942,,archive_metrics_daily
2021-12-01 01:45:00+00:00,BTCUSDT,59369.296,3391398979.485596,,archive_metrics_daily
2021-12-01 01:50:00+00:00,BTCUSDT,59395.759,3399056194.504567,,archive_metrics_daily
2021-12-01 01:55:00+00:00,BTCUSDT,59369.448,3388647886.554307,,archive_metrics_daily
2021-12-01 02:00:00+00:00,BTCUSDT,59399.349,3387998631.4432373,,archive_metrics_daily
2021-12-01 02:05:00+00:00,BTCUSDT,59450.382,3392382072.34062,,archive_metrics_daily
2021-12-01 02:10:00+00:00,BTCUSDT,59457.12,3387071755.9056,,archive_metrics_daily
2021-12-01 02:15:00+00:00,BTCUSDT,59566.825,3388935704.501835,,archive_metrics_daily
2021-12-01 02:20:00+00:00,BTCUSDT,59602.707,3390202570.18707,,archive_metrics_daily
2021-12-01 02:25:00+00:00,BTCUSDT,59679.666,3394578079.8107557,,archive_metrics_daily
2021-12-01 02:30:00+00:00,BTCUSDT,59746.979,3402821336.2475066,,archive_metrics_daily
2021-12-01 02:35:00+00:00,BTCUSDT,59811.88,3409368777.561344,,archive_metrics_daily
2021-12-01 02:40:00+00:00,BTCUSDT,59842.567,3413718569.8932776,,archive_metrics_daily
2021-12-01 02:45:00+00:00,BTCUSDT,59751.544,3416808391.4784,,archive_metrics_daily
2021-12-01 02:50:00+00:00,BTCUSDT,59747.504,3426739822.68976,,archive_metrics_daily
2021-12-01 02:55:00+00:00,BTCUSDT,59775.778,3427059524.47598,,archive_metrics_daily
2021-12-01 03:00:00+00:00,BTCUSDT,59750.648,3424225230.737157,,archive_metrics_daily
2021-12-01 03:05:00+00:00,BTCUSDT,59727.321,3419445862.68077,,archive_metrics_daily
2021-12-01 03:10:00+00:00,BTCUSDT,59761.239,3423372974.28663,,archive_metrics_daily
2021-12-01 03:15:00+00:00,BTCUSDT,59759.539,3419976864.64483,,archive_metrics_daily
2021-12-01 03:20:00+00:00,BTCUSDT,59772.466,3420154116.5016546,,archive_metrics_daily
2021-12-01 03:25:00+00:00,BTCUSDT,59850.645,3422728511.65035,,archive_metrics_daily
2021-12-01 03:30:00+00:00,BTCUSDT,59879.613,3422181558.95139,,archive_metrics_daily
2021-12-01 03:35:00+00:00,BTCUSDT,59881.428,3420243736.8565426,,archive_metrics_daily
2021-12-01 03:40:00+00:00,BTCUSDT,59836.363,3427239691.7113004,,archive_metrics_daily
2021-12-01 03:45:00+00:00,BTCUSDT,59652.879,3417453785.031,,archive_metrics_daily
2021-12-01 03:50:00+00:00,BTCUSDT,59738.943,3420274923.44967,,archive_metrics_daily
2021-12-01 03:55:00+00:00,BTCUSDT,59795.984,3425814304.228399,,archive_metrics_daily
2021-12-01 04:00:00+00:00,BTCUSDT,59876.553,3438142859.027957,,archive_metrics_daily
2021-12-01 04:05:00+00:00,BTCUSDT,59992.689,3436381825.84689,,archive_metrics_daily
2021-12-01 04:10:00+00:00,BTCUSDT,60021.836,3440509621.7419863,,archive_metrics_daily
2021-12-01 04:15:00+00:00,BTCUSDT,60089.089,3445063103.11051,,archive_metrics_daily
2021-12-01 04:20:00+00:00,BTCUSDT,60090.206,3442418721.3913794,,archive_metrics_daily
2021-12-01 04:25:00+00:00,BTCUSDT,60095.703,3440702291.3626738,,archive_metrics_daily
2021-12-01 04:30:00+00:00,BTCUSDT,60105.345,3438308229.1215,,archive_metrics_daily
2021-12-01 04:35:00+00:00,BTCUSDT,60046.612,3433293540.84968,,archive_metrics_daily
2021-12-01 04:40:00+00:00,BTCUSDT,59965.469,3433022500.59531,,archive_metrics_daily
2021-12-01 04:45:00+00:00,BTCUSDT,59980.842,3430713915.894112,,archive_metrics_daily
2021-12-01 04:50:00+00:00,BTCUSDT,60324.42,3442714649.4,,archive_metrics_daily
2021-12-01 04:55:00+00:00,BTCUSDT,60375.015,3449731153.32585,,archive_metrics_daily
2021-12-01 05:00:00+00:00,BTCUSDT,60386.705,3448112387.406546,,archive_metrics_daily
2021-12-01 05:05:00+00:00,BTCUSDT,60440.464,3448322021.720205,,archive_metrics_daily
2021-12-01 05:10:00+00:00,BTCUSDT,60470.266,3450361418.34346,,archive_metrics_daily
2021-12-01 05:15:00+00:00,BTCUSDT,60505.482,3449115001.41,,archive_metrics_daily
2021-12-01 05:20:00+00:00,BTCUSDT,60584.551,3450248376.10981,,archive_metrics_daily
2021-12-01 05:25:00+00:00,BTCUSDT,60727.067,3460786359.40573,,archive_metrics_daily
2021-12-01 05:30:00+00:00,BTCUSDT,60702.368,3454608184.3008,,archive_metrics_daily
2021-12-01 05:35:00+00:00,BTCUSDT,60776.804,3458055534.179188,,archive_metrics_daily
2021-12-01 05:40:00+00:00,BTCUSDT,60845.978,3461191233.343369,,archive_metrics_daily
2021-12-01 05:45:00+00:00,BTCUSDT,60846.454,3465066082.5896235,,archive_metrics_daily
2021-12-01 05:50:00+00:00,BTCUSDT,60846.089,3461271756.56641,,archive_metrics_daily
2021-12-01 05:55:00+00:00,BTCUSDT,60884.11,3461961905.510201,,archive_metrics_daily
2021-12-01 06:00:00+00:00,BTCUSDT,61061.675,3469361949.4445,,archive_metrics_daily
2021-12-01 06:05:00+00:00,BTCUSDT,61192.053,3473039955.055526,,archive_metrics_daily
