symbol,outcome,auc_hazard,auc_hazard_control,auc_hazard_delta
BTCUSDT,range_expansion,3.8622627372627374,1.8492450955721929,2.0130176416905448
BTCUSDT,secondary_shock,1.3412774600539532,0.029468028930712847,1.3118094311232404
ETHUSDT,range_expansion,3.2773809523809523,3.543442853308081,-0.2660619009271288
ETHUSDT,secondary_shock,1.6703404356279532,0.02525908964508321,1.6450813459828697
