symbol,shock_quantile,t_shock,event_count,min_events,meets_min_events
BTCUSDT,0.95,0.006407258169046914,0,10,False
BTCUSDT,0.97,0.008138570370101239,0,10,False
BTCUSDT,0.98,0.009552559200375565,0,10,False
BTCUSDT,0.99,0.01248502666083906,0,10,False
BTCUSDT,0.995,0.015694675599329078,0,10,False
