timestamp,funding_rate,symbol,source
2023-05-01 00:00:00.004000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-01 08:00:00.008000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-01 16:00:00.014000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-02 00:00:00.015000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-02 08:00:00.018000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-02 16:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-03 00:00:00.009000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-03 08:00:00.003000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-03 16:00:00.011000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-04 00:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-04 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-04 16:00:00.011000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-05 00:00:00.002000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-05 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-05 16:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-06 00:00:00.009000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-06 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-06 16:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-07 00:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-07 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-07 16:00:00.006000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-08 00:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-08 08:00:00.007000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-08 16:00:00.015000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-09 00:00:00.015000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-09 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-09 16:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-10 00:00:00.007000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-10 08:00:00.003000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-10 16:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-11 00:00:00.011000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-11 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-11 16:00:00.005000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-12 00:00:00.020000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-12 08:00:00.001000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-12 16:00:00.010000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-13 00:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-13 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-13 16:00:00.026000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-14 00:00:00.029000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-14 08:00:00.010000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-14 16:00:00.008000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-15 00:00:00.006000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-15 08:00:00.005000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-15 16:00:00.008000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-16 00:00:00.021000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-16 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-16 16:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-17 00:00:00.010000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-17 08:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-17 16:00:00.001000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-18 00:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-18 08:00:00.026000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-18 16:00:00.019000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-19 00:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-19 08:00:00.002000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-19 16:00:00+00:00,8.0,ETHUSDT,archive_monthly
2023-05-20 00:00:00.005000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-20 08:00:00.014000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-20 16:00:00.020000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-21 00:00:00.014000+00:00,8.0,ETHUSDT,archive_monthly
2023-05-21 08:00:00.001000+00:00,8.0,ETHUSDT,archive_monthly
