timestamp,open,high,low,close,volume,symbol,source
2024-05-01 00:00:00+00:00,3012.57,3021.94,3010.11,3010.12,18408.573,ETHUSDT,archive_monthly
2024-05-01 00:15:00+00:00,3010.12,3018.18,3000.0,3001.66,23934.164,ETHUSDT,archive_monthly
2024-05-01 00:30:00+00:00,3001.67,3005.62,2986.0,3000.95,50252.993,ETHUSDT,archive_monthly
2024-05-01 00:45:00+00:00,3000.95,3009.15,2992.8,2997.9,18686.111,ETHUSDT,archive_monthly
2024-05-01 01:00:00+00:00,2997.92,3003.51,2975.96,2979.69,33488.626,ETHUSDT,archive_monthly
2024-05-01 01:15:00+00:00,2979.67,3007.98,2978.55,3007.66,31967.613,ETHUSDT,archive_monthly
2024-05-01 01:30:00+00:00,3007.66,3013.72,3001.9,3002.21,23530.11,ETHUSDT,archive_monthly
2024-05-01 01:45:00+00:00,3002.21,3009.98,2998.01,3001.07,12917.026,ETHUSDT,archive_monthly
2024-05-01 02:00:00+00:00,3001.07,3002.64,2958.04,2959.4,53125.586,ETHUSDT,archive_monthly
2024-05-01 02:15:00+00:00,2959.44,2990.94,2958.0,2982.47,44486.508,ETHUSDT,archive_monthly
2024-05-01 02:30:00+00:00,2982.47,2990.52,2972.43,2981.96,22162.192,ETHUSDT,archive_monthly
2024-05-01 02:45:00+00:00,2981.95,2989.79,2981.52,2986.59,9563.224,ETHUSDT,archive_monthly
2024-05-01 03:00:00+00:00,2986.58,2993.89,2984.35,2990.71,12514.585,ETHUSDT,archive_monthly
2024-05-01 03:15:00+00:00,2990.7,2996.2,2987.16,2990.13,9849.426,ETHUSDT,archive_monthly
2024-05-01 03:30:00+00:00,2990.13,3004.44,2989.5,2998.51,14488.074,ETHUSDT,archive_monthly
2024-05-01 03:45:00+00:00,2998.51,3007.0,2994.86,3002.93,13231.312,ETHUSDT,archive_monthly
2024-05-01 04:00:00+00:00,3002.93,3012.89,3001.16,3008.35,22620.734,ETHUSDT,archive_monthly
2024-05-01 04:15:00+00:00,3008.3,3010.41,3001.94,3004.16,9254.786,ETHUSDT,archive_monthly
