age,at_risk,hits,hazard,hazard_control,hazard_delta,symbol,outcome
15,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
16,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
17,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
18,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
19,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
20,19,0,0.0,0.0026246719160104987,-0.0026246719160104987,ETHUSDT,secondary_shock
21,19,0,0.0,0.002631578947368421,-0.002631578947368421,ETHUSDT,secondary_shock
22,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
23,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
24,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
25,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
26,19,0,0.0,0.002638522427440633,-0.002638522427440633,ETHUSDT,secondary_shock
27,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
28,19,0,0.0,0.0026455026455026454,-0.0026455026455026454,ETHUSDT,secondary_shock
29,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
30,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
31,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
32,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
33,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
34,19,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
35,19,1,0.05263157894736842,0.0,0.05263157894736842,ETHUSDT,secondary_shock
36,18,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
37,18,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
38,18,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
39,18,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
40,18,0,0.0,0.002652519893899204,-0.002652519893899204,ETHUSDT,secondary_shock
41,18,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
42,18,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
43,18,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
44,18,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
45,18,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
46,18,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
47,18,1,0.05555555555555555,0.0,0.05555555555555555,ETHUSDT,secondary_shock
48,17,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
49,17,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
50,17,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
51,17,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
52,17,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
53,17,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
54,17,1,0.058823529411764705,0.0,0.058823529411764705,ETHUSDT,secondary_shock
55,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
56,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
57,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
58,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
59,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
60,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
61,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
62,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
63,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
64,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
65,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
66,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
67,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
68,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
69,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
70,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
71,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
72,16,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
73,16,1,0.0625,0.0,0.0625,ETHUSDT,secondary_shock
74,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
75,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
76,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
77,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
78,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
79,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
80,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
81,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
82,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
83,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
84,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
85,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
86,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
87,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
88,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
89,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
90,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
91,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
92,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
93,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
94,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
95,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
96,15,0,0.0,0.0,0.0,ETHUSDT,secondary_shock
1,77,66,0.8571428571428571,0.04415584415584416,0.8129870129870129,ETHUSDT,range_expansion
2,11,1,0.09090909090909091,0.03260869565217391,0.058300395256917,ETHUSDT,range_expansion
3,10,0,0.0,0.03089887640449438,-0.03089887640449438,ETHUSDT,range_expansion
4,10,1,0.1,0.020289855072463767,0.07971014492753624,ETHUSDT,range_expansion
5,9,0,0.0,0.011834319526627219,-0.011834319526627219,ETHUSDT,range_expansion
6,9,1,0.1111111111111111,0.02694610778443114,0.08416500332667996,ETHUSDT,range_expansion
7,8,0,0.0,0.036923076923076927,-0.036923076923076927,ETHUSDT,range_expansion
8,8,0,0.0,0.038338658146964855,-0.038338658146964855,ETHUSDT,range_expansion
9,8,0,0.0,0.029900332225913623,-0.029900332225913623,ETHUSDT,range_expansion
10,8,1,0.125,0.023972602739726026,0.10102739726027397,ETHUSDT,range_expansion
11,7,1,0.14285714285714285,0.031578947368421054,0.1112781954887218,ETHUSDT,range_expansion
12,6,0,0.0,0.014492753623188406,-0.014492753623188406,ETHUSDT,range_expansion
13,6,0,0.0,0.01838235294117647,-0.01838235294117647,ETHUSDT,range_expansion
14,6,0,0.0,0.02247191011235955,-0.02247191011235955,ETHUSDT,range_expansion
15,6,0,0.0,0.02681992337164751,-0.02681992337164751,ETHUSDT,range_expansion
16,6,0,0.0,0.03937007874015748,-0.03937007874015748,ETHUSDT,range_expansion
17,6,0,0.0,0.0,0.0,ETHUSDT,range_expansion
18,6,2,0.3333333333333333,0.02459016393442623,0.3087431693989071,ETHUSDT,range_expansion
19,4,0,0.0,0.03361344537815126,-0.03361344537815126,ETHUSDT,range_expansion
20,4,0,0.0,0.034782608695652174,-0.034782608695652174,ETHUSDT,range_expansion
21,4,0,0.0,0.018018018018018018,-0.018018018018018018,ETHUSDT,range_expansion
22,4,0,0.0,0.022935779816513763,-0.022935779816513763,ETHUSDT,range_expansion
23,4,0,0.0,0.03755868544600939,-0.03755868544600939,ETHUSDT,range_expansion
24,4,0,0.0,0.014634146341463415,-0.014634146341463415,ETHUSDT,range_expansion
25,4,0,0.0,0.009900990099009901,-0.009900990099009901,ETHUSDT,range_expansion
26,4,0,0.0,0.045,-0.045,ETHUSDT,range_expansion
27,4,0,0.0,0.031413612565445025,-0.031413612565445025,ETHUSDT,range_expansion
28,4,0,0.0,0.016216216216216217,-0.016216216216216217,ETHUSDT,range_expansion
29,4,0,0.0,0.016483516483516484,-0.016483516483516484,ETHUSDT,range_expansion
30,4,0,0.0,0.0111731843575419,-0.0111731843575419,ETHUSDT,range_expansion
31,4,0,0.0,0.02824858757062147,-0.02824858757062147,ETHUSDT,range_expansion
32,4,0,0.0,0.011627906976744186,-0.011627906976744186,ETHUSDT,range_expansion
33,4,0,0.0,0.023529411764705882,-0.023529411764705882,ETHUSDT,range_expansion
34,4,0,0.0,0.012048192771084338,-0.012048192771084338,ETHUSDT,range_expansion
35,4,0,0.0,0.024390243902439025,-0.024390243902439025,ETHUSDT,range_expansion
36,4,0,0.0,0.01875,-0.01875,ETHUSDT,range_expansion
37,4,0,0.0,0.025477707006369428,-0.025477707006369428,ETHUSDT,range_expansion
38,4,0,0.0,0.032679738562091505,-0.032679738562091505,ETHUSDT,range_expansion
39,4,0,0.0,0.02702702702702703,-0.02702702702702703,ETHUSDT,range_expansion
40,4,0,0.0,0.04861111111111111,-0.04861111111111111,ETHUSDT,range_expansion
41,4,0,0.0,0.0364963503649635,-0.0364963503649635,ETHUSDT,range_expansion
42,4,1,0.25,0.015151515151515152,0.23484848484848486,ETHUSDT,range_expansion
43,3,0,0.0,0.03076923076923077,-0.03076923076923077,ETHUSDT,range_expansion
44,3,0,0.0,0.047619047619047616,-0.047619047619047616,ETHUSDT,range_expansion
45,3,0,0.0,0.025,-0.025,ETHUSDT,range_expansion
46,3,0,0.0,0.017094017094017096,-0.017094017094017096,ETHUSDT,range_expansion
47,3,0,0.0,0.02608695652173913,-0.02608695652173913,ETHUSDT,range_expansion
48,3,0,0.0,0.008928571428571428,-0.008928571428571428,ETHUSDT,range_expansion
49,3,0,0.0,0.009009009009009009,-0.009009009009009009,ETHUSDT,range_expansion
50,3,0,0.0,0.03636363636363636,-0.03636363636363636,ETHUSDT,range_expansion
51,3,0,0.0,0.02830188679245283,-0.02830188679245283,ETHUSDT,range_expansion
52,3,0,0.0,0.019417475728155338,-0.019417475728155338,ETHUSDT,range_expansion
53,3,0,0.0,0.039603960396039604,-0.039603960396039604,ETHUSDT,range_expansion
54,3,0,0.0,0.020618556701030927,-0.020618556701030927,ETHUSDT,range_expansion
55,3,0,0.0,0.010526315789473684,-0.010526315789473684,ETHUSDT,range_expansion
56,3,0,0.0,0.031914893617021274,-0.031914893617021274,ETHUSDT,range_expansion
57,3,0,0.0,0.03296703296703297,-0.03296703296703297,ETHUSDT,range_expansion
58,3,1,0.3333333333333333,0.03409090909090909,0.2992424242424242,ETHUSDT,range_expansion
59,2,0,0.0,0.023529411764705882,-0.023529411764705882,ETHUSDT,range_expansion
60,2,0,0.0,0.012048192771084338,-0.012048192771084338,ETHUSDT,range_expansion
61,2,0,0.0,0.024390243902439025,-0.024390243902439025,ETHUSDT,range_expansion
62,2,0,0.0,0.0,0.0,ETHUSDT,range_expansion
63,2,0,0.0,0.0125,-0.0125,ETHUSDT,range_expansion
64,2,0,0.0,0.012658227848101266,-0.012658227848101266,ETHUSDT,range_expansion
65,2,0,0.0,0.02564102564102564,-0.02564102564102564,ETHUSDT,range_expansion
66,2,0,0.0,0.02631578947368421,-0.02631578947368421,ETHUSDT,range_expansion
67,2,0,0.0,0.0,0.0,ETHUSDT,range_expansion
68,2,0,0.0,0.04054054054054054,-0.04054054054054054,ETHUSDT,range_expansion
69,2,0,0.0,0.028169014084507043,-0.028169014084507043,ETHUSDT,range_expansion
70,2,0,0.0,0.0,0.0,ETHUSDT,range_expansion
71,2,0,0.0,0.014492753623188406,-0.014492753623188406,ETHUSDT,range_expansion
72,2,0,0.0,0.029411764705882353,-0.029411764705882353,ETHUSDT,range_expansion
