symbol,outcome,auc_hazard,auc_hazard_control,auc_hazard_delta
BTCUSDT,range_expansion,3.0590048840048842,1.4516211656284486,1.6073837183764355
BTCUSDT,secondary_shock,1.4479275096711728,0.012886769142429939,1.4350407405287426
ETHUSDT,range_expansion,2.3436868686868686,2.3053788397755213,0.038308028911347214
ETHUSDT,secondary_shock,1.5113972629482868,0.02362313219885234,1.4877741307494343
