event_type,event_id,symbol,anchor_ts,anchor_hour,start_idx,end_idx,year,funding_rate_scaled,funding_abs,funding_abs_threshold,funding_sign,rv_rank,vol_regime,bull_bear,realized_vol_mean,range_expansion,tail_move_probability,tail_move_within,time_to_tail_move
funding_extreme_reversal_window,ferw_ETHUSDT_024768,ETHUSDT,2021-02-14 00:00:00+00:00,0,24768,24864,2021,0.00110785,0.00110785,0.00107233,pos_funding,0.722204807272483,high,bull,0.0037953879818072647,0.03952379393502911,0.030927835051546393,1,15.0
funding_extreme_reversal_window,ferw_ETHUSDT_024992,ETHUSDT,2021-02-16 08:00:00+00:00,8,24992,25088,2021,0.00112937,0.00112937,0.00107233,pos_funding,0.7081378816206352,high,bull,0.004408261592267971,0.05834949675712627,0.061855670103092786,1,16.0
funding_extreme_reversal_window,ferw_ETHUSDT_025120,ETHUSDT,2021-02-17 16:00:00+00:00,16,25120,25216,2021,0.00232282,0.00232282,0.00107233,pos_funding,0.751407812097668,high,bull,0.0039036375608599056,0.07472069349626671,0.041237113402061855,1,35.0
funding_extreme_reversal_window,ferw_ETHUSDT_025217,ETHUSDT,2021-02-18 16:15:00+00:00,16,25217,25313,2021,0.00118984,0.00118984,0.00107233,pos_funding,0.6845661251861223,high,bull,0.0036465307521563,0.036130706150816344,0.010309278350515464,1,95.0
funding_extreme_reversal_window,ferw_ETHUSDT_025314,ETHUSDT,2021-02-19 16:30:00+00:00,16,25314,25410,2021,0.00169023,0.00169023,0.00107233,pos_funding,0.4489773070765648,mid,bull,0.0039117492184342325,0.06162174262543621,0.08247422680412371,1,30.0
funding_extreme_reversal_window,ferw_ETHUSDT_025411,ETHUSDT,2021-02-20 16:45:00+00:00,16,25411,25507,2021,0.0018588,0.0018588,0.00107233,pos_funding,0.8307770674966134,high,bull,0.00686011444707867,0.11625876306663672,0.09278350515463918,1,13.0
funding_extreme_reversal_window,ferw_ETHUSDT_025508,ETHUSDT,2021-02-21 17:00:00+00:00,17,25508,25604,2021,0.00107233,0.00107233,0.00107233,pos_funding,0.9345017520683363,high,bull,0.005756289531301898,0.2193016548366641,0.24742268041237114,1,15.0
funding_extreme_reversal_window,ferw_ETHUSDT_027264,ETHUSDT,2021-03-12 00:00:00+00:00,0,27264,27360,2021,0.00132622,0.00132622,0.00107233,pos_funding,0.7440860696573111,high,bull,0.0042797289364101335,0.06921214969101222,0.08247422680412371,1,1.0
funding_extreme_reversal_window,ferw_ETHUSDT_027424,ETHUSDT,2021-03-13 16:00:00+00:00,16,27424,27520,2021,0.00155198,0.00155198,0.00107233,pos_funding,0.740178901290821,high,bull,0.004196327091032512,0.059686085598581295,0.030927835051546393,1,7.0
funding_extreme_reversal_window,ferw_ETHUSDT_027521,ETHUSDT,2021-03-14 16:15:00+00:00,16,27521,27617,2021,0.00113023,0.00113023,0.00107233,pos_funding,0.6230422175699428,mid,bull,0.004200700353924955,0.09034269587421043,0.061855670103092786,1,30.0
