symbol,shock_quantile,t_shock,event_count,min_events,meets_min_events,selected,selected_quantile,selected_t_shock,selected_event_count
BTCUSDT,0.95,,0,50,False,False,0.99,,0
BTCUSDT,0.97,,0,50,False,False,0.99,,0
BTCUSDT,0.98,,0,50,False,False,0.99,,0
BTCUSDT,0.99,,0,50,False,True,0.99,,0
BTCUSDT,0.995,,0,50,False,False,0.99,,0
