timestamp,symbol,sum_open_interest,sum_open_interest_value,cmc_circulating_supply,source
2022-01-01 00:00:00+00:00,BTCUSDT,74803.41,3456683790.3241525,,archive_metrics_daily
2022-01-01 00:05:00+00:00,BTCUSDT,74861.624,3468073411.6513367,,archive_metrics_daily
2022-01-01 00:10:00+00:00,BTCUSDT,74765.706,3467059243.65792,,archive_metrics_daily
2022-01-01 00:15:00+00:00,BTCUSDT,74786.207,3465278129.570948,,archive_metrics_daily
2022-01-01 00:20:00+00:00,BTCUSDT,74909.977,3467499117.368238,,archive_metrics_daily
2022-01-01 00:25:00+00:00,BTCUSDT,74899.839,3475662797.1123385,,archive_metrics_daily
2022-01-01 00:30:00+00:00,BTCUSDT,74930.429,3474851420.7671347,,archive_metrics_daily
2022-01-01 00:35:00+00:00,BTCUSDT,74920.843,3479620657.033984,,archive_metrics_daily
2022-01-01 00:40:00+00:00,BTCUSDT,74848.864,3484323280.0473127,,archive_metrics_daily
2022-01-01 00:45:00+00:00,BTCUSDT,74910.54,3491779766.6397643,,archive_metrics_daily
2022-01-01 00:50:00+00:00,BTCUSDT,74840.313,3495046792.6304083,,archive_metrics_daily
2022-01-01 00:55:00+00:00,BTCUSDT,74905.901,3494892330.87234,,archive_metrics_daily
2022-01-01 01:00:00+00:00,BTCUSDT,74940.944,3495994288.19056,,archive_metrics_daily
2022-01-01 01:05:00+00:00,BTCUSDT,74906.315,3489277372.343461,,archive_metrics_daily
2022-01-01 01:10:00+00:00,BTCUSDT,74914.023,3496434667.8275647,,archive_metrics_daily
2022-01-01 01:15:00+00:00,BTCUSDT,74816.241,3499102856.7642016,,archive_metrics_daily
2022-01-01 01:20:00+00:00,BTCUSDT,74671.439,3501356468.85463,,archive_metrics_daily
2022-01-01 01:25:00+00:00,BTCUSDT,74706.062,3499188401.5524044,,archive_metrics_daily
2022-01-01 01:30:00+00:00,BTCUSDT,74707.529,3495758774.41011,,archive_metrics_daily
