timestamp,symbol,sum_open_interest,sum_open_interest_value,cmc_circulating_supply,source
2022-01-01 00:00:00+00:00,ETHUSDT,476574.539,1751411430.825,,archive_metrics_daily
2022-01-01 00:05:00+00:00,ETHUSDT,476787.111,1759230478.6022308,,archive_metrics_daily
2022-01-01 00:10:00+00:00,ETHUSDT,475511.095,1757864886.838412,,archive_metrics_daily
2022-01-01 00:15:00+00:00,ETHUSDT,476345.156,1758170916.98976,,archive_metrics_daily
2022-01-01 00:20:00+00:00,ETHUSDT,476038.46,1755667923.5568,,archive_metrics_daily
2022-01-01 00:25:00+00:00,ETHUSDT,476337.432,1761534527.5528438,,archive_metrics_daily
2022-01-01 00:30:00+00:00,ETHUSDT,476200.733,1760428393.76906,,archive_metrics_daily
2022-01-01 00:35:00+00:00,ETHUSDT,476415.32,1762750976.4596,,archive_metrics_daily
2022-01-01 00:40:00+00:00,ETHUSDT,476875.494,1769198817.311433,,archive_metrics_daily
2022-01-01 00:45:00+00:00,ETHUSDT,477189.444,1772064732.1120822,,archive_metrics_daily
2022-01-01 00:50:00+00:00,ETHUSDT,476504.425,1773676559.560278,,archive_metrics_daily
2022-01-01 00:55:00+00:00,ETHUSDT,476458.15,1772734015.7975,,archive_metrics_daily
2022-01-01 01:00:00+00:00,ETHUSDT,476492.954,1773449595.63352,,archive_metrics_daily
2022-01-01 01:05:00+00:00,ETHUSDT,476418.66,1769552300.4648,,archive_metrics_daily
2022-01-01 01:10:00+00:00,ETHUSDT,475176.661,1767823490.75135,,archive_metrics_daily
2022-01-01 01:15:00+00:00,ETHUSDT,474929.403,1769900227.5941932,,archive_metrics_daily
2022-01-01 01:20:00+00:00,ETHUSDT,474030.581,1774501166.2995172,,archive_metrics_daily
2022-01-01 01:25:00+00:00,ETHUSDT,473665.079,1770908870.347832,,archive_metrics_daily
2022-01-01 01:30:00+00:00,ETHUSDT,473536.995,1769025299.81115,,archive_metrics_daily
2022-01-01 01:35:00+00:00,ETHUSDT,473724.336,1770691560.34416,,archive_metrics_daily
2022-01-01 01:40:00+00:00,ETHUSDT,473999.162,1771244808.55322,,archive_metrics_daily
2022-01-01 01:45:00+00:00,ETHUSDT,473844.657,1768520936.42796,,archive_metrics_daily
2022-01-01 01:50:00+00:00,ETHUSDT,473868.653,1765681987.9433,,archive_metrics_daily
2022-01-01 01:55:00+00:00,ETHUSDT,473830.228,1765159097.2166858,,archive_metrics_daily
2022-01-01 02:00:00+00:00,ETHUSDT,473894.256,1764819217.0543993,,archive_metrics_daily
2022-01-01 02:05:00+00:00,ETHUSDT,473918.425,1766946334.3831906,,archive_metrics_daily
2022-01-01 02:10:00+00:00,ETHUSDT,474034.918,1765710469.1645894,,archive_metrics_daily
2022-01-01 02:15:00+00:00,ETHUSDT,474138.387,1766009025.90729,,archive_metrics_daily
2022-01-01 02:20:00+00:00,ETHUSDT,474295.906,1771213066.7478175,,archive_metrics_daily
2022-01-01 02:25:00+00:00,ETHUSDT,474329.32,1768867815.239006,,archive_metrics_daily
2022-01-01 02:30:00+00:00,ETHUSDT,474356.725,1768278538.0515,,archive_metrics_daily
2022-01-01 02:35:00+00:00,ETHUSDT,474366.94,1767102237.5492,,archive_metrics_daily
2022-01-01 02:40:00+00:00,ETHUSDT,474385.734,1766963518.85916,,archive_metrics_daily
2022-01-01 02:45:00+00:00,ETHUSDT,474500.149,1768398436.853128,,archive_metrics_daily
2022-01-01 02:50:00+00:00,ETHUSDT,474524.202,1769785463.7792,,archive_metrics_daily
2022-01-01 02:55:00+00:00,ETHUSDT,474473.129,1770197562.79223,,archive_metrics_daily
2022-01-01 03:00:00+00:00,ETHUSDT,474390.658,1768058726.27258,,archive_metrics_daily
2022-01-01 03:05:00+00:00,ETHUSDT,474269.253,1766332373.470639,,archive_metrics_daily
2022-01-01 03:10:00+00:00,ETHUSDT,474209.056,1766775654.389476,,archive_metrics_daily
2022-01-01 03:15:00+00:00,ETHUSDT,474291.738,1768099694.7898724,,archive_metrics_daily
2022-01-01 03:20:00+00:00,ETHUSDT,474411.189,1771409502.8810534,,archive_metrics_daily
2022-01-01 03:25:00+00:00,ETHUSDT,474325.794,1767077346.505364,,archive_metrics_daily
2022-01-01 03:30:00+00:00,ETHUSDT,474401.891,1768392337.368213,,archive_metrics_daily
2022-01-01 03:35:00+00:00,ETHUSDT,474294.592,1768891166.75584,,archive_metrics_daily
2022-01-01 03:40:00+00:00,ETHUSDT,474342.956,1768650830.9681983,,archive_metrics_daily
2022-01-01 03:45:00+00:00,ETHUSDT,474301.978,1768805335.0299394,,archive_metrics_daily
2022-01-01 03:50:00+00:00,ETHUSDT,474325.132,1767167378.358323,,archive_metrics_daily
2022-01-01 03:55:00+00:00,ETHUSDT,474511.717,1768345237.7752666,,archive_metrics_daily
2022-01-01 04:00:00+00:00,ETHUSDT,474641.984,1766645942.96704,,archive_metrics_daily
