event_id,symbol,anchor_hour,start_idx,end_idx,activity_metric,activity_rank,rv_rank,realized_vol_mean,range_expansion,tail_move_probability,tail_move_within,time_to_tail_move
law_BTCUSDT_002560,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_002784,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_002912,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_003136,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_003264,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_003392,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_003520,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_003648,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_003776,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_003904,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_004032,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_004160,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_004288,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_004416,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_004544,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_004672,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_004800,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_004928,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_005056,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_005184,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_005312,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_007776,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_007968,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_008096,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_008544,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_008672,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_008800,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_009920,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_010496,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_010720,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_010976,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_011296,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_011584,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_011712,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_011936,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_012064,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_012192,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_012352,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_012544,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_012704,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_013120,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_013280,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_013408,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_014144,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_062400,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_063712,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_065088,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_065728,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_066400,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_067744,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_069888,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_070432,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_076480,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_079200,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_081888,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_082528,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_082656,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_082848,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_082976,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_083200,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_083424,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_083616,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_083744,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_083872,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_084000,BTCUSDT,0,13152,13248,0.001603851697757194,0.20053763440860214,0.19878114357411722,0.002206709082793403,0.03171330447717753,0.020618556701030927,1,16.0
law_BTCUSDT_084128,BTCUSDT,8,65696,65792,0.0016309724241374422,0.20053763440860214,0.20397920774332318,0.0013240719093295537,0.018624223371865676,0.010309278350515464,1,28.0
law_BTCUSDT_084640,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
law_BTCUSDT_084832,BTCUSDT,16,155104,155200,0.001608851220007764,0.20010758472296933,0.2002150923104499,0.0014200165616967372,0.03119311540573517,0.010309278350515464,1,41.0
