timestamp,portfolio_ret,portfolio_pnl
2024-06-01 00:00:00+00:00,0.0,0.0
2024-06-01 00:15:00+00:00,-0.0006697906333521519,0.0
2024-06-01 00:30:00+00:00,0.001758612693971262,0.0
2024-06-01 00:45:00+00:00,0.0008198564785311113,0.0
2024-06-01 01:00:00+00:00,0.001441616800708978,0.0
2024-06-01 01:15:00+00:00,-0.0020283425516665066,0.0
2024-06-01 01:30:00+00:00,-0.0016738724652570758,0.0
2024-06-01 01:45:00+00:00,0.0016435893557755765,0.0
2024-06-01 02:00:00+00:00,0.0016253276749123025,0.0
2024-06-01 02:15:00+00:00,0.0010668458267046876,0.0
2024-06-01 02:30:00+00:00,0.0010803496125126877,0.0
2024-06-01 02:45:00+00:00,0.0013923075950958985,0.0
2024-06-01 03:00:00+00:00,-2.0419665360482675e-05,0.0
2024-06-01 03:15:00+00:00,-0.0011463932355038065,0.0
2024-06-01 03:30:00+00:00,0.0023850155676001794,0.0
2024-06-01 03:45:00+00:00,-0.0010248027610519905,0.0
2024-06-01 04:00:00+00:00,-0.0012835210377585282,0.0
2024-06-01 04:15:00+00:00,0.00011896580006276469,0.0
2024-06-01 04:30:00+00:00,0.0010112681198823914,0.0
2024-06-01 04:45:00+00:00,0.001235906570637657,0.0
2024-06-01 05:00:00+00:00,0.00020550357085891147,0.0
2024-06-01 05:15:00+00:00,-0.0023436713151681055,0.0
2024-06-01 05:30:00+00:00,0.0047608195516117835,0.0
2024-06-01 05:45:00+00:00,-0.0010761459380217442,0.0
2024-06-01 06:00:00+00:00,-0.0008122490772418667,0.0
2024-06-01 06:15:00+00:00,1.8152118620551327e-05,0.0
2024-06-01 06:30:00+00:00,-0.00010363356824583114,0.0
2024-06-01 06:45:00+00:00,0.0008900663613247151,0.0
2024-06-01 07:00:00+00:00,-0.0011279466321074683,0.0
2024-06-01 07:15:00+00:00,-0.0012466752712348983,0.0
2024-06-01 07:30:00+00:00,-0.001226903114306399,0.0
2024-06-01 07:45:00+00:00,-0.0014986154828920961,0.0
2024-06-01 08:00:00+00:00,0.0008110228637526751,0.0
2024-06-01 08:15:00+00:00,0.0003231483306609384,0.0
2024-06-01 08:30:00+00:00,0.004021341478092744,0.0
2024-06-01 08:45:00+00:00,0.0029899668784141298,0.0
2024-06-01 09:00:00+00:00,7.643761133935278e-05,0.0
2024-06-01 09:15:00+00:00,-0.0029076591411950625,0.0
2024-06-01 09:30:00+00:00,0.0014709381211635009,0.0
2024-06-01 09:45:00+00:00,-0.00035694282057485704,0.0
2024-06-01 10:00:00+00:00,0.0002919172624054056,0.0
2024-06-01 10:15:00+00:00,-0.001442150402559017,0.0
2024-06-01 10:30:00+00:00,-0.0010798022230937843,0.0
2024-06-01 10:45:00+00:00,-0.0009359458267810261,0.0
2024-06-01 11:00:00+00:00,0.0017948322821557117,0.0
2024-06-01 11:15:00+00:00,-0.000820747920868059,0.0
2024-06-01 11:30:00+00:00,0.0013784769230893446,0.0
2024-06-01 11:45:00+00:00,-0.0013043850098977128,0.0
2024-06-01 12:00:00+00:00,0.0016707889587077585,0.0
2024-06-01 12:15:00+00:00,0.0013596465846925643,0.0
2024-06-01 12:30:00+00:00,0.0016860472031956508,0.0
2024-06-01 12:45:00+00:00,-0.0019189146229536824,0.0
2024-06-01 13:00:00+00:00,0.002729786746244356,0.0
2024-06-01 13:15:00+00:00,-0.00038835864334452186,0.0
2024-06-01 13:30:00+00:00,0.00048427046086785275,0.0
2024-06-01 13:45:00+00:00,-0.0011348135819164717,0.0
2024-06-01 14:00:00+00:00,0.0003303585512431928,0.0
2024-06-01 14:15:00+00:00,0.0025589272697965626,0.0
